3.0	108
0.0	72
1.0	0
2.0	20
4.0	2
6.0	0
8.0	62
12.0	4
16.0	0
24.0	25
32.0	0
33.0	0
17.0	42
25.0	0
34.0	48
35.0	28
9.0	2
13.0	0
18.0	64
26.0	42
19.0	0
27.0	28
5.0	8
7.0	74
10.0	80
14.0	22
20.0	2
28.0	83
21.0	0
29.0	0
11.0	38
15.0	69
22.0	0
30.0	74
23.0	4
31.0	76
